Real Price Paid,Interest Rate,Interest Rate % Change 1Q,Interest Rate % Change 2Q,Interest Rate % Change 4Q,FTSE 100,FTSE 100 % Change 1Q,FTSE 100 % Change 2Q,FTSE 100 % Change 4Q,CVM SA GDP (m),CVM SA GDP % Change 1Q,CVM SA GDP % Change 2Q,CVM SA GDP % Change 4Q,Date of Transaction,Number of Bedrooms,Number of Bathrooms,Number of Reception Rooms,Floor Area,Property Type,New Build?,Estate Type,Latitude,Longitude,Distance to The Lake (Meters),Time to The Lake (Seconds),Distance to The Orchard (Meters),Time to The Orchard (Seconds),Distance to Clarence Park (Meters),Time to Clarence Park (Seconds),Distance to Oysterfields (Meters),Time to Oysterfields (Seconds),Distance to Victoria Playing Field (Meters),Time to Victoria Playing Field (Seconds),Distance to Highfield Park (Meters),Time to Highfield Park (Seconds),Distance to Birklands Park (Meters),Time to Birklands Park (Seconds),Distance to The Wick (Meters),Time to The Wick (Seconds),Distance to St Albans City (Meters),Time to St Albans City (Seconds),Distance to St Albans Abbey (Meters),Time to St Albans Abbey (Seconds),Stations Within 5 Minute Walk,Stations Within 10 Minute Walk,Stations Within 15 Minute Walk
383772,0.5,0.0,0.0,0.0,5528.3,5.4827,6.1484,6.1068,445606,0.06328461,0.72171380,2.32896326,40513.00,4,1,2,1041.9,1,FALSE,0,51.7495073,-0.3306045,2322,1738,1274,974,2027,1486,1971,1466,1659,1245,2956,2196,2546,1882,2454,1856,448,360,1704,1281,0,1,1
397478,0.5,0.0,0.0,0.0,5770.3,5.7380,11.1658,7.7622,445606,0.06328461,0.72171380,2.32896326,40519.00,4,1,1,,2,FALSE,0,51.7618736,-0.3262717,3089,2250,2075,1503,3970,2861,2328,1683,1838,1327,4325,3153,4485,3252,1810,1281,2004,1444,2709,2023,0,0,0
301535,0.5,0.0,0.0,0.0,5808.0,5.4029,12.4329,10.4012,445606,0.06328461,0.72171380,2.32896326,40522.00,2,1,2,854,2,FALSE,0,51.7477653,-0.337735,1706,1286,658,522,2034,1485,1753,1319,1440,1099,3481,2600,2741,2028,3106,2367,1130,900,1098,859,0,0,0
260965,0.5,0.0,0.0,0.0,5808.0,5.4029,12.4329,10.4012,445606,0.06328461,0.72171380,2.32896326,40522.00,2,1,1,,2,FALSE,0,51.7362794,-0.3122932,3991,2979,2926,2208,1278,922,3861,2894,3549,2673,1473,1117,571,398,3333,2572,2403,1819,3129,2298,0,0,0
531798,0.5,0.0,0.0,0.0,5808.0,5.4029,12.4329,10.4012,445606,0.06328461,0.72171380,2.32896326,40522.00,3,1,2,1344,1,FALSE,0,51.7572775,-0.3069146,4436,3315,3422,2568,3357,2489,3676,2748,3185,2393,2074,1560,3186,2392,702,520,2208,1702,3789,2911,0,0,0
245614,0.5,0.0,0.0,0.0,6008.9,7.1644,15.5969,10.0934,445606,0.06328461,0.72171380,2.32896326,40541.00,3,2,1,870,2,FALSE,0,51.7464934,-0.3145629,3626,2680,2561,1910,1730,1235,3207,2416,2780,2146,1649,1206,1879,1368,2247,1697,1224,951,2732,2012,0,0,0
491785,0.5,0.0,0.0,0.0,5899.9,5.2035,18.5444,8.2544,448411,0.62554219,0.68843093,2.93993680,40547.00,5,3,2,1465.9,1,FALSE,0,51.7442274,-0.3294317,2534,1912,1559,1212,1506,1113,2494,1897,2182,1677,2885,2179,2182,1621,2981,2316,1016,816,1412,1065,0,0,1
320920,0.5,0.0,0.0,0.0,6019.5,5.6167,17.5181,8.1319,448411,0.62554219,0.68843093,2.32153092,40550.00,3,1,1,888.7,2,FALSE,0,51.7526641,-0.3108274,3778,2861,2736,2113,2619,1941,3238,2477,2747,2122,1802,1350,2768,2074,1197,906,1426,1111,3051,2362,0,0,0
372399,0.5,0.0,0.0,0.0,5984.3,5.3841,14.6851,7.6467,448411,0.62554219,0.68843093,2.32153092,40553.00,2,1,2,,1,FALSE,0,51.7497959,-0.3305614,2261,1688,1213,924,2088,1527,1910,1416,1597,1196,2919,2165,2606,1924,2417,1824,411,328,1683,1241,0,1,1
1040526,0.5,0.0,0.0,0.0,6050.7,6.4307,14.6049,9.1229,448411,0.62554219,0.68843093,2.32153092,40556.00,8,2,3,,0,FALSE,0,51.7576873,-0.3324976,2353,1707,1340,959,3235,2317,1593,1140,1103,784,3657,2644,3774,2751,1874,1357,1336,935,1974,1480,0,0,0
684556,0.5,0.0,0.0,0.0,5917.7,2.8001,10.2253,11.1090,448411,0.62554219,0.68843093,2.32153092,40569.00,4,3,3,1678.2,1,FALSE,0,51.7586784,-0.3074035,4278,3198,3265,2451,3515,2600,3518,2631,3028,2276,2231,1670,3343,2502,545,403,2353,1734,3899,2971,0,0,0
514786,0.5,0.0,0.0,0.0,5965.1,5.3494,10.0484,12.5329,448411,0.62554219,0.68843093,2.32153092,40571.00,3,2,2,,2,FALSE,0,51.7504908,-0.3214634,2986,2251,1943,1503,2477,1844,2446,1867,1955,1512,2266,1680,2658,1970,2004,1497,634,501,2383,1796,0,1,1
326087,0.5,0.0,0.0,0.0,5983.3,3.9159,9.8073,12.2023,448411,0.62554219,0.68843093,2.32153092,40578.00,2,1,2,682,2,FALSE,0,51.747992,-0.3381349,1669,1256,621,492,2071,1509,1716,1289,1403,1069,3518,2624,2778,2052,3143,2390,1167,923,1061,829,0,0,1
335870,0.5,0.0,0.0,0.0,6052.3,2.9262,10.6042,15.5395,448411,0.62554219,0.68843093,2.32153092,40584.00,2,1,1,715,2,FALSE,0,51.7499505,-0.3305516,2255,1684,1207,920,2093,1531,1904,1412,1592,1192,2924,2169,2612,1928,2422,1828,416,332,1678,1237,0,1,1
467391,0.5,0.0,0.0,0.0,6001.2,5.0373,14.0872,12.0476,448411,0.62554219,0.68843093,2.32153092,40602.00,3,2,2,1236.8,1,FALSE,0,51.7542749,-0.30489,4204,3201,3162,2453,3002,2238,3664,2817,3174,2462,1719,1308,2831,2140,1057,785,1853,1451,3434,2659,0,0,0
385033,0.5,0.0,0.0,0.0,5974.8,3.0177,9.1233,6.1609,448411,0.62554219,0.68843093,2.32153092,40611.00,3,1,1,911,2,FALSE,0,51.7525034,-0.311503,3689,2794,2647,2046,2660,1970,3149,2410,2659,2055,1843,1379,2809,2103,1174,887,1337,1044,3092,2391,0,0,0
271150,0.5,0.0,0.0,0.0,5786.1,-2.8638,3.6277,2.3505,448411,0.62554219,0.68843093,2.32153092,40624.00,3,1,2,709,2,FALSE,0,51.7355835,-0.3423241,2374,1754,1949,1485,1792,1265,3208,2411,2896,2190,4184,3103,3148,2278,4776,3617,2811,2117,1161,835,0,0,1
1334056,0.5,0.0,0.0,0.0,5880.9,-1.9589,5.6760,3.4519,448411,0.62554219,0.68843093,2.32153092,40627.00,4,4,2,2687,0,FALSE,0,51.7551551,-0.3219078,2984,2215,1971,1468,3035,2217,2363,1763,1873,1408,2933,2157,3324,2447,1489,1099,840,612,2605,1988,0,0,1
623644,0.5,0.0,0.0,0.0,5880.9,-1.9589,5.6760,3.4519,448411,0.62554219,0.68843093,2.32153092,40627.00,4,4,3,1675,1,FALSE,0,51.7442435,-0.3294193,2532,1910,1557,1210,1504,1111,2492,1895,2180,1675,2883,2178,2180,1620,2979,2314,1014,814,1410,1064,0,0,1
433839,0.5,0.0,0.0,0.0,5948.3,-0.3816,6.7196,4.6400,448411,0.62554219,0.62554219,2.32153092,40633.00,3,3,2,1662,2,FALSE,0,51.7494141,-0.3307546,2318,1734,1269,970,2032,1489,1967,1462,1654,1242,2960,2199,2551,1885,2459,1859,453,363,1708,1284,0,1,1
394313,0.5,0.0,0.0,0.0,6041.1,0.3576,5.9542,4.3154,448857,0.09936349,0.72428413,1.44077067,40640.00,2,1,2,751,2,FALSE,0,51.7491622,-0.3396613,1439,1062,391,298,2189,1571,1486,1095,1173,875,3636,2686,2896,2114,3083,2352,1235,962,905,694,0,0,1
370172,0.5,0.0,0.0,0.0,6007.4,-0.2014,5.7479,4.0833,448857,0.09936349,0.72428413,1.44077067,40641.00,2,1,1,,1,FALSE,0,51.7487122,-0.3376714,1587,1176,539,411,2042,1470,1633,1209,1321,988,3488,2585,2748,2013,3051,2321,1140,900,1053,808,0,0,0
305794,0.5,0.0,0.0,0.0,5963.8,-1.0077,3.9673,2.8086,448857,0.09936349,0.72428413,1.44077067,40648.00,2,1,1,541,2,FALSE,0,51.7473078,-0.3324043,2049,1527,984,757,1770,1292,1965,1475,1652,1254,3093,2308,2368,1753,2715,2089,709,592,1362,1020,0,1,1
254292,0.5,0.0,0.0,0.0,5996.0,0.1718,4.8799,2.8519,448857,0.09936349,0.72428413,1.44077067,40651.00,2,1,1,,2,FALSE,0,51.7497614,-0.331852,2229,1671,1181,906,2121,1556,1878,1399,1565,1178,3049,2266,2640,1952,2548,1926,541,429,1651,1224,0,1,1
749465,0.5,0.0,0.0,0.0,5920.0,-1.0693,0.9662,9.7652,448857,0.09936349,0.72428413,1.44077067,40669.00,4,4,3,,0,FALSE,0,51.7544619,-0.3072954,4166,3107,3124,2359,3025,2246,3626,2723,3136,2368,1741,1317,2854,2149,856,637,1814,1357,3457,2668,0,0,0
305139,0.5,0.0,0.0,0.0,5920.0,-1.0693,0.9662,9.7652,448857,0.09936349,0.72428413,1.44077067,40669.00,2,2,2,676,2,FALSE,0,51.7511392,-0.3221116,2901,2184,1858,1436,2562,1900,2361,1800,1870,1445,2351,1737,2743,2027,1919,1430,549,434,2468,1853,0,1,1
267666,0.5,0.0,0.0,0.0,5956.0,-2.2062,3.1447,13.3966,448857,0.09936349,0.72428413,1.44077067,40683.00,2,1,1,454.9,2,FALSE,0,51.7500521,-0.3310413,2220,1659,1172,894,2129,1557,1869,1386,1556,1166,2960,2194,2647,1953,2458,1854,452,358,1642,1212,0,1,1
176660,0.5,0.0,0.0,0.0,5948.5,-0.8120,4.5003,14.7163,448857,0.09936349,0.72428413,1.44077067,40686.00,1,1,1,,2,FALSE,0,51.738989,-0.3342467,2225,1651,1699,1308,910,644,2860,2139,2547,1919,3302,2482,2267,1657,3860,2960,1895,1460,951,691,0,0,1
408528,0.5,0.0,0.0,0.0,5881.0,-0.6632,3.0964,14.3326,448857,0.09936349,0.72428413,1.44077067,40690.00,3,2,1,972,2,FALSE,0,51.7490606,-0.3391483,1476,1090,428,326,2152,1545,1523,1123,1210,902,3599,2660,2859,2088,3120,2380,1198,937,942,722,0,0,1
366702,0.5,0.0,0.0,0.0,5938.9,0.4041,6.9137,12.5225,448857,0.09936349,0.72428413,1.44077067,40694.00,2,1,2,935,2,FALSE,0,51.7500807,-0.3318674,2165,1619,1117,855,2183,1596,1815,1347,1502,1127,3014,2234,2702,1993,2512,1893,506,397,1588,1172,0,1,1
294748,0.5,0.0,0.0,0.0,5856.3,-1.3831,0.8248,13.1551,448857,0.09936349,0.72428413,1.44077067,40704.00,2,2,2,,2,FALSE,0,51.7510577,-0.3222819,2903,2186,1861,1438,2560,1899,2363,1802,1873,1447,2349,1735,2740,2025,1922,1432,551,436,2466,1851,0,1,1
1007503,0.5,0.0,0.0,0.0,5765.8,-1.3788,-0.8186,10.9837,448857,0.09936349,0.72428413,1.44077067,40707.00,5,4,4,2190.3,0,FALSE,0,51.7549231,-0.3082032,4233,3154,3190,2406,3091,2293,3693,2770,3202,2415,1808,1363,2920,2195,789,587,1881,1404,3523,2714,0,0,0
348339,0.5,0.0,0.0,0.0,5698.8,1.7653,-3.1989,8.0877,448857,0.09936349,0.72428413,1.44077067,40711.00,2,1,1,977,2,FALSE,0,51.7497411,-0.3317354,2237,1676,1189,912,2113,1549,1886,1404,1573,1184,3041,2260,2631,1946,2539,1919,533,423,1660,1229,0,1,1
466238,0.5,0.0,0.0,0.0,5856.0,-1.3012,-2.3975,16.0827,448857,0.09936349,0.72428413,1.44077067,40724.00,4,3,2,1211.6,2,FALSE,0,51.7443817,-0.3291015,2437,1838,1494,1163,1410,1039,2471,1878,2158,1658,2855,2155,2117,1583,2951,2292,986,792,1315,992,0,0,1
471597,0.5,0.0,0.0,0.0,5856.0,-1.3012,-2.3975,16.0827,448857,0.09936349,0.72428413,1.44077067,40724.00,4,3,2,1406,1,FALSE,0,51.7442306,-0.3294292,2533,1912,1558,1211,1506,1113,2494,1897,2181,1676,2884,2179,2182,1621,2980,2316,1015,815,1411,1065,0,0,1
1232583,0.5,0.0,0.0,0.0,5945.7,0.6206,-0.4255,17.3033,450249,0.30916226,1.03120718,1.74547861,40725.00,4,3,3,,0,FALSE,0,51.7576777,-0.327984,2664,1939,1651,1192,3119,2244,1904,1372,1414,1017,3432,2482,3592,2581,1644,1182,1111,773,2285,1712,0,0,1
1125402,0.5,0.0,0.0,0.0,5945.7,0.6206,-0.4255,17.3033,450249,0.30916226,1.03120718,1.74547861,40725.00,5,2,4,2512.5,1,FALSE,0,51.7575879,-0.3118512,3912,2925,2899,2178,3228,2373,3152,2358,2662,2003,2411,1782,3377,2506,606,457,1855,1364,3533,2698,0,0,0
381565,0.5,0.0,0.0,0.0,5906.4,-1.7608,-1.9894,10.7578,450249,0.30916226,0.40821856,1.09383919,40738.00,2,1,2,786,2,FALSE,0,51.7478871,-0.3379206,1688,1271,640,507,2052,1497,1734,1304,1422,1084,3499,2612,2759,2040,3124,2379,1148,911,1079,844,0,0,1
412647,0.5,0.0,0.0,0.0,5752.8,-2.0390,-5.2774,10.3237,450249,0.30916226,0.40821856,1.09383919,40743.00,5,2,1,,2,FALSE,0,51.7533819,-0.3114494,3808,2858,2765,2110,2726,2015,3268,2474,2777,2119,1909,1424,2875,2148,1091,827,1456,1108,3158,2436,0,0,0
275456,0.5,0.0,0.0,0.0,5853.8,-2.8785,-0.2409,12.2023,450249,0.30916226,0.40821856,1.09383919,40745.00,2,1,1,,2,FALSE,0,51.7619911,-0.325707,3091,2252,2078,1504,3972,2862,2331,1685,1840,1329,4327,3155,4487,3254,1812,1282,2006,1445,2711,2025,0,0,0
262594,0.5,0.0,0.0,0.0,5929.7,-2.3559,-0.6661,9.7577,450249,0.30916226,0.40821856,1.09383919,40751.00,3,1,2,,2,FALSE,0,51.7480912,-0.3073799,4034,3043,2991,2295,2107,1517,3605,2749,3114,2394,1198,889,2126,1556,1836,1398,1682,1293,3160,2387,0,0,0
478564,0.5,0.0,0.0,0.0,5856.6,-3.6130,-1.8526,8.3820,450249,0.30916226,0.40821856,1.09383919,40752.00,4,3,1,96.6,2,FALSE,0,51.7487076,-0.3345033,1936,1432,853,648,1968,1418,1730,1284,1417,1063,3329,2483,2606,1930,2797,2114,821,647,1249,926,0,0,1
219721,0.5,0.0,0.0,0.0,5873.2,-3.3202,-1.5647,9.4242,450249,0.30916226,0.40821856,1.09383919,40753.00,2,1,1,,2,FALSE,0,51.7344426,-0.3408995,2581,1945,2157,1676,1779,1287,3416,2602,3103,2382,4171,3124,3136,2299,4784,3655,2819,2155,1368,1026,0,0,0
293177,0.5,0.0,0.0,0.0,5718.4,-6.1468,-4.9262,5.6187,450249,0.30916226,0.40821856,1.09383919,40758.00,4,1,1,,2,FALSE,0,51.7515067,-0.3057568,4159,3140,3117,2392,2659,1933,3619,2756,3129,2401,1377,1028,2490,1860,1221,937,1807,1390,3268,2504,0,0,0
266525,0.5,0.0,0.0,0.0,5247.0,-12.8264,-15.3230,-2.2642,450249,0.30916226,0.40821856,1.09383919,40763.00,2,1,2,,2,FALSE,0,51.74964,-0.3310596,2288,1713,1240,949,2062,1511,1937,1441,1624,1220,2990,2221,2581,1907,2489,1881,482,385,1710,1266,0,1,1
277186,0.5,0.0,0.0,0.0,5007.2,-20.2049,-20.2269,-7.3734,450249,0.30916226,0.40821856,1.09383919,40766.00,2,1,2,631,2,FALSE,0,51.752781,-0.3106195,3790,2870,2747,2122,2632,1950,3250,2486,2760,2130,1814,1359,2780,2083,1185,898,1438,1120,3063,2371,0,0,0
495736,0.5,0.0,0.0,0.0,5162.8,-15.7511,-16.6034,-1.5960,450249,0.30916226,0.40821856,1.09383919,40767.00,3,1,,,1,FALSE,0,51.7453343,-0.3076225,4122,3109,3080,2361,1781,1276,3694,2815,3203,2460,1047,765,1800,1315,2099,1593,1771,1359,3249,2454,0,0,0
341151,0.5,0.0,0.0,0.0,5320.0,-11.7481,-13.9117,1.0132,450249,0.30916226,0.40821856,1.09383919,40770.00,2,2,2,815.3,2,FALSE,0,51.7495991,-0.3309428,2297,1719,1249,955,2053,1504,1946,1447,1633,1227,2981,2214,2571,1900,2479,1874,473,378,1720,1273,0,1,1
381130,0.5,0.0,0.0,0.0,5320.0,-11.7481,-13.9117,1.0132,450249,0.30916226,0.40821856,1.09383919,40770.00,4,2,2,1235,1,FALSE,0,51.7523722,-0.3114614,3674,2783,2632,2035,2646,1959,3134,2399,2644,2044,1829,1369,2795,2093,1189,897,1323,1033,3078,2381,0,0,0
298507,0.5,0.0,0.0,0.0,5320.0,-11.7481,-13.9117,1.0132,450249,0.30916226,0.40821856,1.09383919,40770.00,2,1,2,557,2,FALSE,0,51.7486118,-0.3375608,1599,1186,551,421,2029,1462,1646,1219,1333,998,3476,2577,2736,2005,3039,2313,1127,892,1065,818,0,0,2
343817,0.5,0.0,0.0,0.0,5357.6,-10.5663,-13.5826,1.5212,450249,0.30916226,0.40821856,1.09383919,40772.00,2,1,2,760,2,FALSE,0,51.7499365,-0.3312243,2212,1653,1164,889,2136,1562,1862,1381,1549,1161,2967,2199,2655,1958,2465,1859,459,363,1635,1207,0,1,1
618337,0.5,0.0,0.0,0.0,5357.6,-10.5663,-13.5826,1.5212,450249,0.30916226,0.40821856,1.09383919,40772.00,4,2,2,1708,1,FALSE,0,51.7573195,-0.3069233,4431,3312,3418,2565,3362,2492,3671,2745,3181,2390,2078,1563,3190,2395,698,517,2212,1705,3793,2914,0,0,0
287846,0.5,0.0,0.0,0.0,5092.2,-16.3250,-19.5436,-4.1377,450249,0.30916226,0.40821856,1.09383919,40774.00,2,1,1,583.4,2,FALSE,0,51.7500927,-0.3312511,2204,1648,1156,883,2144,1568,1854,1376,1541,1155,2975,2205,2663,1964,2473,1865,467,369,1627,1201,0,1,1
762260,0.5,0.0,0.0,0.0,5131.1,-14.4024,-15.3749,0.4229,450249,0.30916226,0.40821856,1.09383919,40781.00,4,2,4,,1,FALSE,0,51.7546294,-0.3111726,3865,2899,2822,2151,2897,2144,3267,2454,2776,2099,2080,1553,3046,2277,938,713,1513,1149,3329,2565,0,0,0
307203,0.5,0.0,0.0,0.0,5294.1,-8.0882,-11.4599,-5.2757,450249,0.30916226,0.40821856,1.09383919,40814.00,2,2,2,,0,FALSE,0,51.7501649,-0.3315216,2184,1633,1136,869,2164,1583,1833,1361,1521,1141,2995,2220,2683,1979,2493,1880,487,383,1607,1186,0,1,1
283898,0.5,0.0,0.0,0.0,5217.6,-10.5278,-13.1651,-6.9151,450249,0.30916226,0.40821856,1.09383919,40815.00,2,1,1,748,2,FALSE,0,51.7476666,-0.3075142,4082,3078,3039,2329,2059,1482,3653,2784,3163,2428,1162,873,2078,1521,1884,1433,1730,1327,3208,2422,0,0,0
257672,0.5,0.0,0.0,0.0,5303.4,-14.1645,-13.2745,-6.7636,451086,0.18555220,0.49414081,1.21484595,40826.00,2,1,1,723.5,2,FALSE,0,51.7477401,-0.3046449,4197,3166,3154,2418,2266,1647,3768,2872,3278,2517,945,704,2058,1536,1653,1263,1845,1416,3323,2510,0,0,0
317460,0.5,0.0,0.0,0.0,5403.4,-9.3090,-11.2337,-6.3664,451086,0.18555220,0.49414081,1.21484595,40830.00,3,2,2,1116.1,1,FALSE,0,51.7473557,-0.3066258,4163,3137,3120,2389,2049,1475,3734,2843,3244,2488,1089,819,2068,1514,1831,1393,1811,1387,3289,2481,0,0,0
364632,0.5,0.0,0.0,0.0,5410.4,-6.3286,-8.4966,-6.1382,451086,0.18555220,0.49414081,1.21484595,40835.00,3,1,2,952.86,2,FALSE,0,51.7502357,-0.3317181,2169,1622,1121,857,2180,1594,1818,1350,1505,1129,3010,2231,2698,1990,2509,1891,502,395,1592,1175,0,1,1
936508,0.5,0.0,0.0,0.0,5384.7,-8.7117,-11.8410,-6.3922,451086,0.18555220,0.49414081,1.21484595,40837.00,6,3,2,1966,1,FALSE,0,51.7515707,-0.3288354,2402,1780,1359,1032,2260,1650,2033,1495,1551,1188,2926,2157,2733,1987,2140,1600,391,300,1938,1420,0,1,1
375661,0.5,0.0,0.0,0.0,5384.7,-8.7117,-11.8410,-6.3922,451086,0.18555220,0.49414081,1.21484595,40837.00,3,1,2,,1,FALSE,0,51.7530109,-0.3114918,3745,2834,2703,2086,2716,2010,3205,2450,2715,2095,1899,1419,2865,2143,1118,846,1393,1084,3148,2431,0,0,0
317460,0.5,0.0,0.0,0.0,5713.8,-2.4992,-6.2025,1.1866,451086,0.18555220,0.49414081,1.21484595,40844.00,2,1,2,813.8,2,FALSE,0,51.7479898,-0.3385639,1645,1236,597,472,2095,1524,1691,1269,1379,1049,3542,2639,2802,2067,3167,2406,1191,939,1036,809,0,0,1
404334,0.5,0.0,0.0,0.0,5545.6,-0.7015,-9.6888,-3.6678,451086,0.18555220,0.49414081,1.21484595,40851.00,3,1,1,1153.4,2,FALSE,0,51.7488279,-0.3343928,1910,1439,862,674,1985,1430,1715,1272,1403,1051,3314,2471,2591,1918,2782,2102,806,634,1266,937,0,0,1
354123,0.5,0.0,0.0,0.0,5567.3,8.9505,-7.3555,-5.0779,451086,0.18555220,0.49414081,1.21484595,40856.00,3,1,1,,1,FALSE,0,51.7439198,-0.3091468,4165,3097,3099,2326,1589,1144,3721,2832,3231,2477,1097,807,1609,1184,2290,1741,1798,1376,3276,2470,0,0,0
264271,0.5,0.0,0.0,0.0,5444.8,8.0370,-10.5440,-6.8340,451086,0.18555220,0.49414081,1.21484595,40858.00,2,1,2,654,2,FALSE,0,51.7525751,-0.3107402,3768,2854,2725,2106,2609,1934,3228,2470,2737,2115,1792,1343,2758,2067,1208,914,1416,1104,3041,2355,0,0,0
264271,0.5,0.0,0.0,0.0,5423.1,1.6872,-8.0747,-4.9695,451086,0.18555220,0.49414081,1.21484595,40865.00,3,1,1,672,2,FALSE,0,51.7352037,-0.3409621,2663,2001,2239,1732,1861,1343,3498,2658,3185,2438,4254,3180,3218,2355,4867,3711,2901,2211,1451,1082,0,0,0
766385,0.5,0.0,0.0,0.0,5362.9,5.0476,-11.0593,-7.5668,451086,0.18555220,0.49414081,1.21484595,40868.00,4,3,2,,0,FALSE,0,51.7576709,-0.309088,4200,3145,3186,2398,3415,2529,3440,2578,2949,2223,2131,1599,3244,2431,466,350,2096,1557,3820,2918,0,0,0
345666,0.5,0.0,0.0,0.0,5139.8,0.2023,-13.5433,-8.5898,451086,0.18555220,0.49414081,1.21484595,40871.00,2,1,1,684,2,FALSE,0,51.7478487,-0.3378075,1697,1278,648,514,2043,1491,1743,1311,1430,1091,3490,2606,2750,2034,3115,2373,1139,906,1088,851,0,0,1
359408,0.5,0.0,0.0,0.0,5127.6,-1.5270,-14.2523,-10.3265,451086,0.18555220,0.49414081,1.21484595,40872.00,3,1,2,,1,FALSE,0,51.7411211,-0.3445664,1666,1235,1242,966,1918,1361,2501,1892,2188,1672,4400,3280,3274,2374,4098,3149,2363,1849,453,317,0,1,1
480973,0.5,0.0,0.0,0.0,5164.7,0.6506,-13.8692,-10.3433,451086,0.18555220,0.49414081,1.21484595,40875.00,5,4,3,2121.9,0,FALSE,0,51.7464394,-0.3068965,4159,3137,3116,2389,1945,1401,3730,2843,3240,2488,986,745,1965,1440,1934,1469,1807,1387,3285,2481,0,0,0
264271,0.5,0.0,0.0,0.0,5337.0,3.8805,-10.1930,-4.0097,451086,0.18555220,0.49414081,1.21484595,40877.00,2,1,2,,2,FALSE,0,51.7512202,-0.3224199,2883,2170,1840,1422,2580,1912,2343,1786,1852,1431,2369,1749,2761,2039,1901,1416,531,420,2486,1865,0,1,1
476341,0.5,0.0,0.0,0.0,5546.9,4.1158,-5.7293,-4.7161,451086,0.18555220,0.49414081,1.21484595,40885.00,3,2,2,968.3,1,FALSE,0,51.7533695,-0.3056344,4097,3127,3054,2378,2895,2164,3557,2743,3067,2387,1611,1234,2723,2066,1080,814,1745,1376,3326,2585,0,0,0
299685,0.5,0.0,0.0,0.0,5546.9,4.1158,-5.7293,-4.7161,451086,0.18555220,0.49414081,1.21484595,40885.00,3,-,-,,1,FALSE,0,51.7478283,-0.3377607,1700,1282,652,517,2039,1488,1747,1314,1434,1094,3486,2604,2746,2032,3111,2370,1135,903,1092,855,0,0,1
366982,0.5,0.0,0.0,0.0,5483.8,2.6150,-5.9284,-5.6658,451086,0.18555220,0.49414081,1.21484595,40886.00,2,1,2,,2,FALSE,0,51.7478692,-0.3378543,1693,1275,645,511,2047,1493,1739,1308,1426,1088,3494,2609,2754,2037,3119,2375,1143,908,1084,848,0,0,1
1256572,0.5,0.0,0.0,0.0,5483.8,2.6150,-5.9284,-5.6658,451086,0.18555220,0.49414081,1.21484595,40886.00,5,4,3,2633.8,0,FALSE,0,51.7565447,-0.3083479,4337,3245,3323,2498,3278,2428,3576,2678,3086,2323,1995,1499,3107,2331,603,450,2067,1539,3710,2850,0,0,0
575184,0.5,0.0,0.0,0.0,5483.8,2.6150,-5.9284,-5.6658,451086,0.18555220,0.49414081,1.21484595,40886.00,3,2,2,1306,2,FALSE,0,51.7489491,-0.3385071,1523,1125,475,361,2105,1512,1570,1158,1257,937,3552,2627,2812,2055,3062,2325,1151,904,989,757,0,0,1
557308,0.5,0.0,0.0,0.0,5490.2,5.7539,-5.1601,-6.7502,451086,0.18555220,0.49414081,1.21484595,40891.00,3,2,3,1655,1,FALSE,0,51.7533377,-0.3058671,4085,3119,3043,2371,2883,2156,3545,2735,3055,2380,1600,1226,2712,2058,1069,806,1734,1369,3315,2577,0,0,0
253417,0.5,0.0,0.0,0.0,5366.8,2.6049,-8.1296,-9.7712,451086,0.18555220,0.49414081,1.21484595,40892.00,2,2,2,675.7,2,FALSE,0,51.7512299,-0.3224255,2882,2169,1839,1421,2581,1913,2342,1785,1851,1430,2370,1749,2762,2039,1900,1415,530,419,2487,1865,0,1,1
667718,0.5,0.0,0.0,0.0,5400.9,1.1739,-6.3267,-8.9115,451086,0.18555220,0.49414081,1.21484595,40893.00,4,3,2,1821,1,FALSE,0,51.7546457,-0.3049406,4243,3228,3201,2480,3041,2265,3703,2844,3213,2489,1757,1335,2870,2167,1018,756,1891,1478,3472,2686,0,0,0
257624,0.5,0.0,0.0,0.0,5400.9,1.1739,-6.3267,-8.9115,451086,0.18555220,0.49414081,1.21484595,40893.00,3,1,1,,2,FALSE,0,51.7360028,-0.310846,4028,3008,2963,2238,1315,951,3899,2923,3586,2703,1510,1146,425,294,3370,2601,2440,1849,3166,2327,0,0,0
613108,0.5,0.0,0.0,0.0,5624.3,9.2829,-7.1067,-7.4605,453989,0.82380851,0.82380851,1.22866413,40914.00,3,3,2,1662,2,FALSE,0,51.7494141,-0.3307546,2318,1734,1269,970,2032,1489,1967,1462,1654,1242,2960,2199,2551,1885,2459,1859,453,363,1708,1284,0,1,1
475687,0.5,0.0,0.0,0.0,5624.3,9.2829,-7.1067,-7.4605,453989,0.82380851,0.82380851,1.22866413,40914.00,4,3,2,1780,1,FALSE,0,51.75445,-0.3049035,4222,3213,3179,2465,3019,2250,3682,2829,3191,2474,1736,1320,2848,2152,1040,772,1870,1463,3451,2671,0,0,0
264218,0.5,0.0,0.0,0.0,5662.4,3.8959,-3.6486,-6.8575,453989,0.63944281,0.82380851,1.22866413,40921.00,3,1,-,,2,FALSE,0,51.7353441,-0.3406582,2686,2016,2261,1747,1884,1358,3520,2673,3208,2453,4276,3196,3240,2371,4889,3726,2924,2226,1473,1098,0,0,0
